"elementId","labelString"
"jppfs_cor_CurrentPortionOfNoncurrentLiabilitiesCLELE","1年以内に期限到来の固定負債"
"jppfs_cor_ShortTermDebtToSubsidiariesAndAffiliatesCLELE","関係会社短期債務"
"jppfs_cor_OtherAdvancesCLELE","諸前受金"
"jppfs_cor_ProvisionForRepairsCLELE","修繕準備引当金"
"jppfs_cor_OtherCurrentLiabilitiesCLELE","雑流動負債"
"jppfs_cor_ReserveForFluctuationInWaterLevelsReservesUnderTheSpecialLawsELE","渇水準備引当金"
"jppfs_cor_LiabilitiesAndNetAssetsAbstractELE","負債及び純資産の部"
"jppfs_cor_OperatingRevenueELE","営業収益"
"jppfs_cor_ElectricUtilityOperatingRevenueELE","電気事業営業収益"
"jppfs_cor_ResidentialORElectricELE","電灯料"
"jppfs_cor_CommercialAndIndustrialORElectricELE","電力料"
"jppfs_cor_SoldPowerToOtherUtilitiesORElectricELE","地帯間販売電力料"
"jppfs_cor_SoldPowerToOtherSuppliersORElectricELE","他社販売電力料"
"jppfs_cor_TransmissionRevenueORElectricELE","託送収益"
"jppfs_cor_RevenueFromContractsToRecoverBackEndCostsRelatedToPastYearsPowerGenerationORElectricELE","使用済燃料再処理等既発電料受取契約締結分"
"jppfs_cor_SettlementRevenueAmongUtilitiesORElectricELE","事業者間精算収益"
"jppfs_cor_OtherElectricityRevenueORElectricELE","電気事業雑収益"
"jppfs_cor_RevenueFromLoanedFacilitiesORElectricELE","貸付設備収益"
"jppfs_cor_IncidentalBusinessOperatingRevenueELE","附帯事業営業収益"
"jppfs_cor_OperatingExpensesELE","営業費用"
"jppfs_cor_ElectricUtilityOperatingExpensesELE","電気事業営業費用"
"jppfs_cor_HydroelectricPowerProductionExpensesELE","水力発電費"
"jppfs_cor_ThermalPowerProductionExpensesOEElectricELE","汽力発電費"
"jppfs_cor_NuclearPowerProductionExpensesELE","原子力発電費"
"jppfs_cor_InternalCombustionEnginePowerProductionExpensesOEElectricELE","内燃力発電費"
"jppfs_cor_PurchasedPowerFromOtherUtilitiesOEElectricELE","地帯間購入電力料"
"jppfs_cor_PurchasedPowerFromOtherSuppliersOEElectricELE","他社購入電力料"
"jppfs_cor_TransmissionExpensesOEElectricELE","送電費"
"jppfs_cor_TransformationExpensesOEElectricELE","変電費"
"jppfs_cor_DistributionExpensesOEElectricELE","配電費"
"jppfs_cor_SellingExpensesOEElectricELE","販売費"
"jppfs_cor_InactiveFacilitiesExpensesOEElectricELE","休止設備費"
"jppfs_cor_CostOfLoanedFacilitiesOEElectricELE","貸付設備費"
"jppfs_cor_GeneralAndAdministrativeExpensesOEElectricELE","一般管理費"
"jppfs_cor_ExpensesForThirdPartysPowerTransmissionServiceOEElectricELE","接続供給託送料"
"jppfs_cor_AmortizationOfSuspenseAccountRelatedToNuclearPowerDecommissioningOEElectricELE","原子力廃止関連仮勘定償却費"
"jppfs_cor_ElectricPowerDevelopmentPromotionTaxOEElectricELE","電源開発促進税"
"jppfs_cor_EnterpriseTaxOEElectricELE","事業税"
"jppfs_cor_TransferredCostOfElectricityForConstructionAndIncidentalBusinessOEElectricELE","電力費振替勘定（貸方）"
"jppfs_cor_IncidentalBusinessOperatingExpensesELE","附帯事業営業費用"
"jppfs_cor_FinancialRevenueNORELE","財務収益"
"jppfs_cor_NonOperatingRevenueNORELE","事業外収益"
"jppfs_cor_MiscellaneousRevenueNORELE","雑収益"
"jppfs_cor_OrdinaryRevenueELE","当期経常収益"
"jppfs_cor_FinancialExpensesNOEELE","財務費用"
"jppfs_cor_NonOperatingExpensesNOEELE","事業外費用"
"jppfs_cor_MiscellaneousExpensesNOEELE","雑損失"
"jppfs_cor_OrdinaryExpensesELE","当期経常費用"
"jppfs_cor_ProvisionOrReversalOfReserveForFluctuationInWaterLevelsAbstractELE","渇水準備金引当又は取崩し"
"jppfs_cor_ProvisionOrReversalOfReserveForFluctuationInWaterLevelsELE","渇水準備金引当又は取崩し"
"jppfs_cor_ContingentLossELELE","財産偶発損"
"jppfs_cor_IncomeTaxesCurrentELE","法人税及び住民税"
"jppfs_cor_AmortizationOfDevelopmentExpensesOEELE","開発費償却"
"jppfs_cor_NoncurrentAssetsTelecommunicationsBusinessAbstract","電気通信事業固定資産"
"jppfs_cor_PropertyPlantAndEquipmentNCATelecommunicationsAbstract","有形固定資産"
"jppfs_cor_MachineryNCATelecommunications","機械設備"
"jppfs_cor_AccumulatedDepreciationMachineryNCATelecommunications","減価償却累計額"
"jppfs_cor_MachineryNetNCATelecommunications","機械設備（純額）"
"jppfs_cor_AntennaFacilitiesNCATelecommunications","空中線設備"
"jppfs_cor_AccumulatedDepreciationAntennaNCATelecommunications","減価償却累計額"
"jppfs_cor_AntennaFacilitiesNetNCATelecommunications","空中線設備（純額）"
"jppfs_cor_CommunicationSatelliteFacilitiesNCATelecommunications","通信衛星設備"
"jppfs_cor_AccumulatedDepreciationSatelliteNCATelecommunications","減価償却累計額"
"jppfs_cor_CommunicationSatelliteFacilitiesNetNCATelecommunications","通信衛星設備（純額）"
"jppfs_cor_TerminalFacilitiesNCATelecommunications","端末設備"
"jppfs_cor_AccumulatedDepreciationTerminalNCATelecommunications","減価償却累計額"
"jppfs_cor_TerminalFacilitiesNetNCATelecommunications","端末設備（純額）"
"jppfs_cor_LocalLineFacilitiesNCATelecommunications","市内線路設備"
"jppfs_cor_AccumulatedDepreciationLocalNCATelecommunications","減価償却累計額"
"jppfs_cor_LocalLineFacilitiesNetNCATelecommunications","市内線路設備（純額）"
"jppfs_cor_LongDistanceLineFacilitiesNCATelecommunications","市外線路設備"
"jppfs_cor_AccumulatedDepreciationLongNCATelecommunications","減価償却累計額"
"jppfs_cor_LongDistanceLineFacilitiesNetNCATelecommunications","市外線路設備（純額）"
"jppfs_cor_EngineeringFacilitiesNCATelecommunications","土木設備"
"jppfs_cor_AccumulatedDepreciationEngineeringNCATelecommunications","減価償却累計額"
"jppfs_cor_EngineeringFacilitiesNetNCATelecommunications","土木設備（純額）"
"jppfs_cor_SubmarineLineFacilitiesNCATelecommunications","海底線設備"
"jppfs_cor_AccumulatedDepreciationSubmarineNCATelecommunications","減価償却累計額"
"jppfs_cor_SubmarineLineFacilitiesNetNCATelecommunications","海底線設備（純額）"
"jppfs_cor_BuildingsNCATelecommunications","建物"
"jppfs_cor_AccumulatedDepreciationBuildingNCATelecommunications","減価償却累計額"
"jppfs_cor_BuildingsNetNCATelecommunications","建物（純額）"
"jppfs_cor_StructuresNCATelecommunications","構築物"
"jppfs_cor_AccumulatedDepreciationStructuresNCATelecommunications","減価償却累計額"
"jppfs_cor_StructuresNetNCATelecommunications","構築物（純額）"
"jppfs_cor_MachineryAndEquipmentNCATelecommunications","機械及び装置"
"jppfs_cor_AccumulatedDepreciationMachineryAndEquipmentNCATelecommunications","減価償却累計額"
"jppfs_cor_MachineryAndEquipmentNetNCATelecommunications","機械及び装置（純額）"
"jppfs_cor_VehicleAndShipsNCATelecommunications","車両及び船舶"
"jppfs_cor_AccumulatedDepreciationVehicleNCATelecommunications","減価償却累計額"
"jppfs_cor_VehicleAndShipsNetNCATelecommunications","車両及び船舶（純額）"
"jppfs_cor_ToolsFurnitureAndFixturesNCATelecommunications","工具、器具及び備品"
"jppfs_cor_AccumulatedDepreciationToolsFurnitureAndFixturesNCATelecommunications","減価償却累計額"
"jppfs_cor_ToolsFurnitureAndFixturesNetNCATelecommunications","工具、器具及び備品（純額）"
"jppfs_cor_InactiveFacilitiesNCATelecommunications","休止設備"
"jppfs_cor_AccumulatedDepreciationInactiveNCATelecommunications","減価償却累計額"
"jppfs_cor_InactiveFacilitiesNetNCATelecommunications","休止設備（純額）"
"jppfs_cor_LandNCATelecommunications","土地"
"jppfs_cor_ConstructionInProgressNCATelecommunications","建設仮勘定"
"jppfs_cor_PropertyPlantAndEquipmentNCATelecommunications","有形固定資産"
"jppfs_cor_IntangibleAssetsNCATelecommunicationsAbstract","無形固定資産"
"jppfs_cor_RightOfUsingSubmarineLineFacilitiesIANCATelecommunications","海底線使用権"
"jppfs_cor_RightOfUsingSatelliteIANCATelecommunications","衛星利用権"
"jppfs_cor_RightOfUsingFacilitiesIANCATelecommunications","施設利用権"
"jppfs_cor_SoftwareIANCATelecommunications","ソフトウェア"
"jppfs_cor_PatentRightIANCATelecommunications","特許権"
"jppfs_cor_LeaseholdRightIANCATelecommunications","借地権"
"jppfs_cor_OtherIntangibleAssetsIANCATelecommunications","その他の無形固定資産"
"jppfs_cor_IntangibleAssetsNCATelecommunications","無形固定資産"
"jppfs_cor_NoncurrentAssetsTelecommunicationsBusinessELC","電気通信事業固定資産"
"jppfs_cor_IncidentalBusinessFacilitiesAbstractELC","附帯事業固定資産"
"jppfs_cor_PropertyPlantAndEquipmentNCAIncidentalAbstractELC","有形固定資産"
"jppfs_cor_PropertyPlantAndEquipmentNCAIncidentalELC","有形固定資産"
"jppfs_cor_IntangibleAssetsNCAIncidentalAbstractELC","無形固定資産"
"jppfs_cor_IntangibleAssetsNCAIncidentalELC","無形固定資産"
"jppfs_cor_NoncurrentAssetsIncidentalBusinessNCAELC","附帯事業固定資産"
"jppfs_cor_LongTermLoansReceivableFromInterCompanyInvestmentSecuritiesELC","社内長期貸付金"
"jppfs_cor_CurrentPortionOfNoncurrentLiabilitiesCLELC","1年以内に期限到来の固定負債"
"jppfs_cor_CurrentPortionOfLongTermLoansPayableToSubsidiariesAndAffiliatesCLELC","1年以内に期限到来の関係会社長期借入金"
"jppfs_cor_OperatingIncomeAndLossFromTelecommunicationsAbstract","電気通信事業営業損益"
"jppfs_cor_OperatingRevenueOILTelecommunicationsAbstract","営業収益"
"jppfs_cor_OperatingRevenueOILTelecommunications","営業収益"
"jppfs_cor_OperatingExpensesOILTelecommunicationsAbstract","営業費用"
"jppfs_cor_BusinessExpensesOEOILTelecommunications","営業費"
"jppfs_cor_OperatingExpensesOEOILTelecommunications","運用費"
"jppfs_cor_FacilitiesMaintenanceExpensesOEOILTelecommunications","施設保全費"
"jppfs_cor_CommonExpensesOEOILTelecommunications","共通費"
"jppfs_cor_AdministrativeExpensesOEOILTelecommunications","管理費"
"jppfs_cor_ExperimentAndResearchExpensesOEOILTelecommunications","試験研究費"
"jppfs_cor_ResearchExpensesAllowanceOEOILTelecommunications","研究費償却"
"jppfs_cor_DepreciationOEOILTelecommunications","減価償却費"
"jppfs_cor_NoncurrentAssetsRetirementCostOEOILTelecommunications","固定資産除却費"
"jppfs_cor_CommunicationFacilityFeeOEOILTelecommunications","通信設備使用料"
"jppfs_cor_TaxesAndDuesOEOILTelecommunications","租税公課"
"jppfs_cor_OperatingExpensesOILTelecommunications","営業費用"
"jppfs_cor_NetOperatingIncomeFromTelecommunicationELC","電気通信事業営業利益又は電気通信事業営業損失（△）"
"jppfs_cor_OperatingIncomeAndLossFromIncidentalBusinessAbstractELC","附帯事業営業損益"
"jppfs_cor_OperatingRevenueIncidentalAbstractELC","営業収益"
"jppfs_cor_OperatingRevenueIncidentalELC","営業収益"
"jppfs_cor_OperatingExpensesIncidentalAbstractELC","営業費用"
"jppfs_cor_OperatingExpensesIncidentalELC","営業費用"
"jppfs_cor_NetOperatingIncomeFromIncidentalBusinessELC","附帯事業営業利益又は附帯事業営業損失（△）"
"jppfs_cor_MiscellaneousExpensesNOEELC","雑支出"
"jppfs_cor_CashDepositInTrustCAIVT","支払委託金"
"jppfs_cor_DividendsCAIVT","収益分配金"
"jppfs_cor_RedemptionCAIVT","償還金"
"jppfs_cor_AdvancePaymentsCAIVT","前払金"
"jppfs_cor_AccruedInvestmentTrustManagementFeeCAIVT","未収委託者報酬"
"jppfs_cor_AccruedManagementFeeCAIVT","未収運用受託報酬"
"jppfs_cor_EquipmentNetPPEIVT","器具備品（純額）"
"jppfs_cor_AssociationFundIAIVT","協会基金"
"jppfs_cor_UnpaidDividendsCLIVT","未払収益分配金"
"jppfs_cor_UnpaidRedemptionCLIVT","未払償還金"
"jppfs_cor_UnpaidCommissionCLIVT","未払手数料"
"jppfs_cor_OtherAccountsPayableCLIVT","その他未払金"
"jppfs_cor_OperatingRevenueAbstractIVT","営業収益"
"jppfs_cor_InvestmentTrustManagementFeeORIVT","委託者報酬"
"jppfs_cor_ManagementFeeORIVT","運用受託報酬"
"jppfs_cor_OtherOperatingRevenueORIVT","その他営業収益"
"jppfs_cor_OperatingRevenueIVT","営業収益"
"jppfs_cor_OperatingExpensesAbstractIVT","営業費用"
"jppfs_cor_CommissionFeeOEIVT","支払手数料"
"jppfs_cor_AdvertisingExpensesOEIVT","広告宣伝費"
"jppfs_cor_PublicationExpensesOEIVT","公告費"
"jppfs_cor_BeneficiaryCertificateIssuanceCostOEIVT","受益証券発行費"
"jppfs_cor_TotalResearchExpensesOEIVT","調査費計"
"jppfs_cor_ResearchExpensesOEIVT","調査費"
"jppfs_cor_ResearchExpensesConsignmentOEIVT","委託調査費"
"jppfs_cor_ComputerExpensesConsignmentOEIVT","委託計算費"
"jppfs_cor_OperatingMiscellaneousExpensesOEIVT","営業雑経費"
"jppfs_cor_CommunicationExpensesOEIVT","通信費"
"jppfs_cor_PrintExpensesOEIVT","印刷費"
"jppfs_cor_AssociationFeeOEIVT","協会費"
"jppfs_cor_MembershipFeeOEIVT","諸会費"
"jppfs_cor_OperatingExpensesIVT","営業費用"
"jppfs_cor_GeneralAndAdministrativeExpensesAbstractIVT","一般管理費"
"jppfs_cor_SalariesSGAIVT","給料"
"jppfs_cor_SalariesAndAllowancesSGAIVT","給料・手当"
"jppfs_cor_BonusesSGAIVT","賞与"
"jppfs_cor_EntertainmentExpensesSGAIVT","交際費"
"jppfs_cor_TravelingAndTransportationExpensesSGAIVT","旅費交通費"
"jppfs_cor_RetirementBenefitExpensesSGAIVT","退職給付費用"
"jppfs_cor_GeneralAndAdministrativeExpensesIVT","一般管理費"
"jppfs_cor_GainOnRedemptionOfSecuritiesNORIVT","有価証券償還益"
"jppfs_cor_BadDebtsWrittenOffNOEIVT","貸倒償却"
"jppfs_cor_NonRecurringIncomeEIIVT","臨時利益"
"jppfs_cor_RelatedConstructionGAS","受注工事勘定"
"jppfs_cor_ReserveForAdjustmentOfCostFluctuationsGAS","原価変動調整積立金"
"jppfs_cor_ReserveForDepreciationOfSpecifiedGasPipelineConstructionGAS","特定ガス導管工事償却準備金"
"jppfs_cor_InstallationWorkAndAppliancesSalesGAS","受注工事及び器具売上"
"jppfs_cor_IncidentalBusinessesSalesGAS","附帯事業売上"
"jppfs_cor_CostOfSalesOnIncidentalBusinessGAS","附帯事業売上原価"
"jppfs_cor_CostOfGasSalesGAS","ガス売上原価"
"jppfs_cor_CostOfInstallationWorkAndAppliancesSalesGAS","受注工事及び器具売上原価"
"jppfs_cor_RevenueFromOtherIncidentalBusinessesGAS","その他附帯事業収益"
"jppfs_cor_RevenueFromDistrictHeatingAndCoolingBusinessGAS","熱供給収益"
"jppfs_cor_RevenueFromLNGSalesGAS","ＬＮＧ販売収益"
"jppfs_cor_ExpensesForOtherIncidentalBusinessesGAS","その他附帯事業費用"
"jppfs_cor_ExpensesForDistrictHeatingAndCoolingBusinessGAS","熱供給費用"
"jppfs_cor_ExpensesForLNGSalesGAS","ＬＮＧ販売費用"
"jppfs_cor_RailwayFaresReceivablesCARWY","未収運賃"
"jppfs_cor_AccountsReceivableCARWY","未収金"
"jppfs_cor_AdvancePaymentsCARWY","前払金"
"jppfs_cor_SpecialReserveForExpansionOfRailwayTransportCapacityCARWY","特定都市鉄道整備積立金"
"jppfs_cor_NoncurrentAssetsRailwayBusinessAbstractRWY","鉄道事業固定資産"
"jppfs_cor_PropertyPlantAndEquipmentNCARailway","有形固定資産"
"jppfs_cor_AccumulatedDepreciationPPERailway","減価償却累計額"
"jppfs_cor_PropertyPlantAndEquipmentNetNCARailway","有形固定資産（純額）"
"jppfs_cor_IntangibleAssetsNCARWY","無形固定資産"
"jppfs_cor_NoncurrentAssetsRailwayRWY","鉄道事業固定資産"
"jppfs_cor_NoncurrentAssetsRelatedAbstractRWY","関連事業固定資産"
"jppfs_cor_PropertyPlantAndEquipmentNCARelatedRWY","有形固定資産"
"jppfs_cor_AccumulatedDepreciationPPERelatedRWY","減価償却累計額"
"jppfs_cor_PropertyPlantAndEquipmentNetNCARelatedRWY","有形固定資産（純額）"
"jppfs_cor_IntangibleAssetsRelatedRWY","無形固定資産"
"jppfs_cor_NoncurrentAssetsRelatedRWY","関連事業固定資産"
"jppfs_cor_NoncurrentAssetsAffiliatedAbstractRWY","各事業関連固定資産"
"jppfs_cor_PropertyPlantAndEquipmentNCAAffiliatedRWY","有形固定資産"
"jppfs_cor_AccumulatedDepreciationNCAAffiliatedRWY","減価償却累計額"
"jppfs_cor_PropertyPlantAndEquipmentNetNCAAffiliatedRWY","有形固定資産（純額）"
"jppfs_cor_IntangibleAssetsAffiliatedRWY","無形固定資産"
"jppfs_cor_NoncurrentAssetsAffiliatedRWY","各事業関連固定資産"
"jppfs_cor_OtherNoncurrentAssetsAffiliatedRWY","その他の固定資産"
"jppfs_cor_ConstructionInProgressAbstractRWY","建設仮勘定"
"jppfs_cor_ConstructionInProgressRailwayRWY","鉄道事業"
"jppfs_cor_ConstructionInProgressRWY","建設仮勘定"
"jppfs_cor_DeferredDisasterLossDARWY","災害損失等繰延額"
"jppfs_cor_InterLineFaresReceivedCLRWY","預り連絡運賃"
"jppfs_cor_PrepaidFaresReceivedCLRWY","前受運賃"
"jppfs_cor_ProvisionForLargeScaleRenovationOfTheShinkansenInfrastructureNCLRWY","新幹線鉄道大規模改修引当金"
"jppfs_cor_SpecialReserveForExpansionOfRailwayTransportCapacityRWY","特定都市鉄道整備準備金"
"jppfs_cor_OperatingIncomeRailwayAbstractRWY","鉄道事業営業利益"
"jppfs_cor_OperatingRevenueRailwayAbstractRWY","営業収益"
"jppfs_cor_PassengerTransportationORRWY","旅客運輸収入"
"jppfs_cor_FreightTransportationORRWY","貨物運輸収入"
"jppfs_cor_TrackageRevenueORRWY","鉄道線路使用料収入"
"jppfs_cor_TransferOfRailroadLineORRWY","鉄道線路譲渡収入"
"jppfs_cor_MiscellaneousIncomeOfTransportationORRWY","運輸雑収"
"jppfs_cor_OperatingRevenueRailwayRWY","鉄道事業営業収益"
"jppfs_cor_OperatingExpensesRailwayAbstractRWY","営業費"
"jppfs_cor_TransportationExpensesOERWY","運送費"
"jppfs_cor_AdvertisingExpensesOERWY","案内宣伝費"
"jppfs_cor_WelfareFacilitiesExpensesOERWY","厚生福利施設費"
"jppfs_cor_GeneralAndAdministrativeExpensesOERWY","一般管理費"
"jppfs_cor_TaxesOERWY","諸税"
"jppfs_cor_DepreciationOERWY","減価償却費"
"jppfs_cor_OperatingExpensesRailwayRWY","鉄道事業営業費"
"jppfs_cor_OperatingIncomeRailwayRWY","鉄道事業営業利益又は鉄道事業営業損失（△）"
"jppfs_cor_OperatingIncomeRelatedAbstractRWY","関連事業営業利益"
"jppfs_cor_OperatingRevenueRelatedAbstractRWY","営業収益"
"jppfs_cor_OperatingRevenueRelatedRWY","関連事業営業収益"
"jppfs_cor_OperatingExpensesRelatedAbstractRWY","営業費"
"jppfs_cor_OperatingExpensesRelatedRWY","関連事業営業費"
"jppfs_cor_OperatingIncomeRelatedRWY","関連事業営業利益又は関連事業営業損失（△）"
"jppfs_cor_GainOnSalesOfGoodsNOIRWY","物品売却益"
"jppfs_cor_RevenueLandRentNOIRWY","土地物件貸付料"
"jppfs_cor_MiscellaneousIncomeNOIRWY","雑収入"
"jppfs_cor_LossOnSalesOfGoodsNOERWY","物品売却損"
"jppfs_cor_MiscellaneousExpensesNOERWY","雑支出"
"jppfs_cor_SubsidyEIRWY","補助金"
"jppfs_cor_EvaluationOnRailwayFacilitiesAsReceivedPropertyEIRWY","鉄道施設受贈財産評価額"
"jppfs_cor_DonationForRailwayFacilitiesConstructionEIRWY","鉄道施設建設受入寄附金"
"jppfs_cor_ReversalOfSpecialReserveForExpansionOfRailwayTransportCapacityEIRWY","特定都市鉄道整備準備金取崩額"
"jppfs_cor_RetirementExpensesELRWY","除却費"
"jppfs_cor_AmortizationOfDeferredDisasterLossRWY","災害損失等繰延額償却"
"jppfs_cor_ProvisionOfSpecialReserveForExpansionOfRailwayTransportCapacityELRWY","特定都市鉄道整備準備金繰入額"
"jppfs_cor_OperatingRevenueRWY","営業収益"
"jppfs_cor_OperatingExpensesAbstractRWY","営業費"
"jppfs_cor_OperatingExpensesRWY","営業費"
"jppfs_cor_OperatingExpensesAndCostOfSalesOfTransportationRWY","運輸業等営業費及び売上原価"
"jppfs_cor_NotesAccountsReceivableTradeAndAccruedFreightRWY","受取手形、売掛金及び未収運賃"
"jppfs_cor_SoftwareRWY","ソフトウエア"
"jppfs_cor_MachineryAndEquipmentRWY","機械及び装置"
"jppfs_cor_BuildingsRWY","建物"
"jppfs_cor_ToolsFurnitureAndFixturesRWY","工具、器具及び備品"
"jppfs_cor_StructuresRWY","構築物"
"jppfs_cor_RightOfUsingFacilitiesRWY","施設利用権"
"jppfs_cor_RollingStockRWY","車両"
"jppfs_cor_LeaseholdRightRWY","借地権"
"jppfs_cor_TelephoneSubscriptionRightRWY","電話加入権"
"jppfs_cor_LandRWY","土地"
"jppfs_cor_NoncurrentAssetsRailroadAbstractRWY","鉄軌道事業固定資産"
"jppfs_cor_NoncurrentAssetsRailroadRWY","鉄軌道事業固定資産"
"jppfs_cor_RightOfUsingFacilitiesOfMutualDirectCommunicationRWY","相互直通施設利用権"
"jppfs_cor_RightOfUsingRailwayCommunicationFacilitiesInProgressRWY","鉄道連絡通行施設利用権仮勘定"
"jppfs_cor_AccumulatedDepreciationAutomobileRWY","減価償却累計額"
"jppfs_cor_VehiclesAutomobileRWY","車両"
"jppfs_cor_IntangibleAssetsAutomobileRWY","無形固定資産"
"jppfs_cor_PropertyPlantAndEquipmentAutomobileRWY","有形固定資産"
"jppfs_cor_NoncurrentAssetsAutomobileAbstractRWY","自動車事業固定資産"
"jppfs_cor_NoncurrentAssetsAutomobileRWY","自動車事業固定資産"
"jppfs_cor_NoncurrentAssetsRealEstateAbstractRWY","不動産事業固定資産"
"jppfs_cor_NoncurrentAssetsRealEstateHotelRWY","不動産事業固定資産"
"jppfs_cor_AccumulatedDepreciationDevelopmentRWY","減価償却累計額"
"jppfs_cor_IntangibleAssetsDevelopmentRWY","無形固定資産"
"jppfs_cor_PropertyPlantAndEquipmentDevelopmentRWY","有形固定資産"
"jppfs_cor_NoncurrentAssetsDevelopmentAbstractRWY","開発事業固定資産"
"jppfs_cor_NoncurrentAssetsDevelopmentDevelopmentRWY","開発事業固定資産"
"jppfs_cor_AccumulatedDepreciationIncidentalRWY","減価償却累計額"
"jppfs_cor_NoncurrentAssetsIncidentalAbstractRWY","付帯事業固定資産"
"jppfs_cor_NoncurrentAssetsIncidentalBusinessIncidentalRWY","付帯事業固定資産"
"jppfs_cor_IntangibleAssetsIncidentalRWY","無形固定資産"
"jppfs_cor_PropertyPlantAndEquipmentIncidentalRWY","有形固定資産"
"jppfs_cor_AccumulatedDepreciationSideLineRWY","減価償却累計額"
"jppfs_cor_IntangibleAssetsSideLineRWY","無形固定資産"
"jppfs_cor_PropertyPlantAndEquipmentSideLineRWY","有形固定資産"
"jppfs_cor_NoncurrentAssetsSideLineAbstractRWY","兼業固定資産"
"jppfs_cor_NoncurrentAssetsSideLineSideLineRWY","兼業固定資産"
"jppfs_cor_AccumulatedDepreciationOtherRWY","減価償却累計額"
"jppfs_cor_IntangibleAssetsOtherRWY","無形固定資産"
"jppfs_cor_PropertyPlantAndEquipmentOtherRWY","有形固定資産"
"jppfs_cor_NoncurrentAssetsOtherAbstractRWY","その他事業固定資産"
"jppfs_cor_NoncurrentAssetsOtherOtherRWY","その他事業固定資産"
"jppfs_cor_NoncurrentAssetsAdvertisingOtherRWY","広告業固定資産"
"jppfs_cor_NoncurrentAssetsAirCargoOtherRWY","航空貨物業固定資産"
"jppfs_cor_OtherNoncurrentAssetsAbstractRWY","その他の固定資産"
"jppfs_cor_AccumulatedDepreciationOtherNoncurrentAssetsRWY","減価償却累計額"
"jppfs_cor_IntangibleAssetsOtherNCARWY","無形固定資産"
"jppfs_cor_PropertyPlantAndEquipmentOtherNCARWY","有形固定資産"
"jppfs_cor_ConstructionInProgressOtherRWY","その他"
"jppfs_cor_ConstructionInProgressOtherBusinessRWY","その他の事業"
"jppfs_cor_ConstructionInProgressRealEstateRWY","不動産事業"
"jppfs_cor_ConstructionInProgressRelatedRWY","関連事業"
"jppfs_cor_ConstructionInProgressAutomobileRWY","自動車事業"
"jppfs_cor_ConstructionInProgressRailroadRWY","鉄軌道事業"
"jppfs_cor_ConstructionInProgressIncidentalRWY","付帯事業"
"jppfs_cor_ConstructionInProgressDevelopmentRWY","開発事業"
"jppfs_cor_ConstructionInProgressSideLineRWY","兼業"
"jppfs_cor_ConstructionInProgressAffiliatedRWY","各事業関連"
"jppfs_cor_TransportationOperatingExpensesOERWY","運送営業費"
"jppfs_cor_OperatingIncomeCableRailwayRWY","鋼索鉄道事業営業利益又は鋼索鉄道事業営業損失（△）"
"jppfs_cor_FacilityExpensesOERWY","施設運営費"
"jppfs_cor_OperatingExpensesTransportationOERWY","運輸営業費"
"jppfs_cor_OperatingIncomeCablewayRWY","索道事業営業利益又は索道事業営業損失（△）"
"jppfs_cor_OperatingRevenueTotalRWY","全事業営業収益"
"jppfs_cor_OperatingExpensesTotalRWY","全事業営業費"
"jppfs_cor_OperatingIncomeRailroadOERWY","鉄軌道事業営業利益又は鉄軌道事業営業損失（△）"
"jppfs_cor_TransportationOperatingExpensesOEAutomobile","運送営業費"
"jppfs_cor_DepreciationOEAutomobile","減価償却費"
"jppfs_cor_GeneralAndAdministrativeExpensesOEAutomobile","一般管理費"
"jppfs_cor_OperatingIncomeGeneralPassengerAutomobileTrafficOEAutomobile","一般旅客自動車運送事業営業利益又は一般旅客自動車運送事業営業損失（△）"
"jppfs_cor_RevenueAutomobileMiscellaneousOEAutomobile","運送雑収"
"jppfs_cor_RevenueTransportationMiscellaneousORAutomobile","運輸雑収"
"jppfs_cor_OperatingRevenueAutomobileAbstractRWY","営業収益"
"jppfs_cor_OperatingIncomeAutomobileAbstractRWY","自動車事業営業利益"
"jppfs_cor_OperatingExpensesAutomobileAbstractRWY","営業費"
"jppfs_cor_TaxesOEAutomobile","諸税"
"jppfs_cor_PassengerTransportationORAutomobile","旅客運輸収入"
"jppfs_cor_OperatingIncomeAutomobileRWY","自動車事業営業利益又は自動車事業営業損失（△）"
"jppfs_cor_RevenueOtherORRealEstate","その他の収入"
"jppfs_cor_DepreciationOERealEstate","減価償却費"
"jppfs_cor_RevenueLeaseORRealEstate","賃貸収入"
"jppfs_cor_SellingGeneralAndAdministrativeExpensesOERealEstate","販売費及び一般管理費"
"jppfs_cor_RevenueRealEstateORRealEstate","不動産事業収入"
"jppfs_cor_GeneralAndAdministrativeExpensesOERealEstate","一般管理費"
"jppfs_cor_OperatingRevenueRealEstateAbstractRWY","営業収益"
"jppfs_cor_OperatingExpensesRealEstateAbstractRWY","営業費"
"jppfs_cor_OperatingIncomeRealEstateAbstractRWY","不動産事業営業利益"
"jppfs_cor_TaxesOERealEstate","諸税"
"jppfs_cor_CostOfSalesOERealEstate","売上原価"
"jppfs_cor_NetSalesORRealEstate","売上高"
"jppfs_cor_CostOfSalesRealEstateOERealEstate","不動産事業売上原価"
"jppfs_cor_RevenueRealEstateSalesORRealEstate","不動産販売事業収入"
"jppfs_cor_OperatingIncomeLeaseOERealEstate","賃貸事業営業費"
"jppfs_cor_OperatingIncomeRealEstateRWY","不動産事業営業利益又は不動産事業営業損失（△）"
"jppfs_cor_RevenueOtherORDevelopment","その他の収入"
"jppfs_cor_DepreciationOEDevelopment","減価償却費"
