"elementId","labelString"
"jppfs_cor_ProvisionForLossOnGuaranteesEL","債務保証損失引当金繰入額"
"jppfs_cor_LossOnSalesOfSubsidiariesStocksEL","子会社株式売却損"
"jppfs_cor_LossOnValuationOfSubsidiariesStocksEL","子会社株式評価損"
"jppfs_cor_LossOnLiquidationOfSubsidiariesGeneralEL","子会社整理損"
"jppfs_cor_LossOnValuationOfRightOfUsingFacilitiesEL","施設利用権評価損"
"jppfs_cor_RestructuringLossEL","事業再編損"
"jppfs_cor_LossOnLiquidationOfBusinessEL","事業整理損"
"jppfs_cor_LossOnBusinessWithdrawalEL","事業撤退損"
"jppfs_cor_OfficeTransferExpensesEL","事務所移転費用"
"jppfs_cor_LossOnValuationOfInvestmentsInCapitalEL","出資金評価損"
"jppfs_cor_LossOnAbandonmentOfGoodsEL","商品廃棄損"
"jppfs_cor_LossOnValuationOfGoodsEL","商品評価損"
"jppfs_cor_LitigationSettlementEL","訴訟和解金"
"jppfs_cor_ProvisionOfAllowanceForDoubtfulAccountsEL","貸倒引当金繰入額"
"jppfs_cor_BadDebtsWrittenOffEL","貸倒損失"
"jppfs_cor_ProvisionForRetirementBenefitsEL","退職給付引当金繰入額"
"jppfs_cor_AmortizationOfNetRetirementBenefitObligationAtTransitionEL","退職給付会計基準変更時差異の処理額"
"jppfs_cor_LossOnCancellationOfLeaseholdContractsEL","賃貸借契約解約損"
"jppfs_cor_LossOnClosingOfStoresEL","店舗閉鎖損失"
"jppfs_cor_LossOnValuationOfTelephoneSubscriptionRightEL","電話加入権評価損"
"jppfs_cor_ProvisionOfAllowanceForInvestmentLossEL","投資損失引当金繰入額"
"jppfs_cor_LossOnValuationOfInvestmentSecuritiesEL","投資有価証券評価損"
"jppfs_cor_SpecialRetirementExpensesEL","特別退職金"
"jppfs_cor_LossOnValuationOfRealEstateForSaleEL","販売用不動産評価損"
"jppfs_cor_HeadOfficeTransferCostEL","本社移転費用"
"jppfs_cor_ProvisionForDirectorsRetirementBenefitsEL","役員退職慰労引当金繰入額"
"jppfs_cor_DirectorsRetirementBenefitsEL","役員退職慰労金"
"jppfs_cor_LossOnRetirementOfPropertyPlantAndEquipmentEL","有形固定資産除却損"
"jppfs_cor_ProvisionOfAllowanceForDoubtfulAccountsForSubsidiariesAndAffiliatesEL","関係会社貸倒引当金繰入額"
"jppfs_cor_SpecialExtraRetirementPaymentsEL","退職特別加算金"
"jppfs_cor_RefundOfIncomeTaxesIncomeTaxes","法人税等還付税額"
"jppfs_cor_IncomeTaxesForPriorPeriodsIncomeTaxes","過年度法人税等"
"jppfs_cor_OtherNetOpeCF","その他"
"jppfs_cor_DecreaseIncreaseInOtherAssetsOpeCF","その他の資産の増減額（△は増加）"
"jppfs_cor_IncreaseDecreaseInOtherProvisionOpeCF","その他の引当金の増減額（△は減少）"
"jppfs_cor_OtherNonOperatingExpensesIncomeOpeCF","その他の営業外損益（△は益）"
"jppfs_cor_DecreaseIncreaseInOtherNoncurrentAssetsOpeCF","その他の固定資産の増減額（△は増加）"
"jppfs_cor_IncreaseDecreaseInOtherNoncurrentLiabilitiesOpeCF","その他の固定負債の増減額（△は減少）"
"jppfs_cor_OtherPaymentsOpeCF","その他の支出"
"jppfs_cor_OtherProceedsFinCF","その他の収入"
"jppfs_cor_OtherProceedsOpeCF","その他の収入"
"jppfs_cor_IncreaseDecreaseInOtherAssetsLiabilitiesOpeCF","その他の資産・負債の増減額"
"jppfs_cor_DepreciationAndAmortizationOnOtherOpeCF","その他の償却額"
"jppfs_cor_OtherLossGainOpeCF","その他の損益（△は益）"
"jppfs_cor_DecreaseIncreaseInOtherInvestmentsInvCF","投資その他の資産の増減額（△は増加）"
"jppfs_cor_LossOnValuationOfOtherInvestmentsOpeCF","投資その他の資産評価損"
"jppfs_cor_OtherExtraordinaryLossIncomeOpeCF","その他の特別損益（△は益）"
"jppfs_cor_IncreaseDecreaseInOtherLiabilitiesOpeCF","その他の負債の増減額（△は減少）"
"jppfs_cor_DecreaseIncreaseInOtherCurrentAssetsOpeCF","その他の流動資産の増減額（△は増加）"
"jppfs_cor_IncreaseDecreaseInOtherCurrentLiabilitiesOpeCF","その他の流動負債の増減額（△は減少）"
"jppfs_cor_LossOnValuationOfInventoriesOpeCF","たな卸資産評価損"
"jppfs_cor_LossOnDisposalOfInventoriesOpeCF","たな卸資産処分損"
"jppfs_cor_DecreaseIncreaseInRealEstateForSaleOpeCF","販売用不動産の増減額（△は増加）"
"jppfs_cor_LossOnValuationOfRealEstateForSaleOpeCF","販売用不動産評価損"
"jppfs_cor_IncreaseDecreaseInProvisionForRepairsOpeCF","修繕引当金の増減額（△は減少）"
"jppfs_cor_LossOnLiquidationOfBusinessOpeCF","事業整理損"
"jppfs_cor_LossOnValuationOfGolfClubMembershipsOpeCF","ゴルフ会員権評価損"
"jppfs_cor_LossGainOnSalesOfGolfClubMembershipsOpeCF","ゴルフ会員権売却損益（△は益）"
"jppfs_cor_LossGainOnTransferOfBusinessOpeCF","事業譲渡損益（△は益）"
"jppfs_cor_PurchaseOfSoftwareInvCF","ソフトウエアの取得による支出"
"jppfs_cor_DepreciationOfSoftwareOpeCF","ソフトウエア償却費"
"jppfs_cor_LossGainOnValuationOfDerivativesOpeCF","デリバティブ評価損益（△は益）"
"jppfs_cor_IncreaseDecreaseInProvisionForPointCardCertificatesOpeCF","ポイント引当金の増減額（△は減少）"
"jppfs_cor_LossOnCancellationOfLeasesOpeCF","リース解約損"
"jppfs_cor_PurchaseOfPropertyForLeaseInvCF","リース用資産の取得による支出"
"jppfs_cor_LossOnValuationOfMembershipOpeCF","会員権評価損"
"jppfs_cor_CompensationForRemovalOpeCF","移転補償金"
"jppfs_cor_RelocationExpensesOpeCF","移転費用"
"jppfs_cor_IncreaseDecreaseInProvisionOpeCF","引当金の増減額（△は減少）"
"jppfs_cor_DecreaseIncreaseInOperatingReceivablesOpeCF","営業債権の増減額（△は増加）"
"jppfs_cor_IncreaseDecreaseInAdvancesReceivedOpeCF","前受金の増減額（△は減少）"
"jppfs_cor_DecreaseIncreaseInOperatingLoansReceivableOpeCF","営業貸付金の増減額（△は増加）"
"jppfs_cor_DecreaseIncreaseInAdvancesPaidOpeCF","立替金の増減額（△は増加）"
"jppfs_cor_GainOnInsuranceClaimOpeCF","保険差益"
"jppfs_cor_DecreaseIncreaseInAdvancePaymentsOpeCF","前渡金の増減額（△は増加）"
"jppfs_cor_LossGainOnSalesOfMembershipOpeCF","会員権売却損益（△は益）"
"jppfs_cor_IncreaseDecreaseInAccountsPayableOtherOpeCF","未払金の増減額（△は減少）"
"jppfs_cor_AmortizationOfBusinessCommencementExpensesOpeCF","開業費償却額"
"jppfs_cor_ExtraRetirementPaymentOpeCF","特別退職金"
"jppfs_cor_GoingPublicExpensesOpeCF","株式公開費用"
"jppfs_cor_IncreaseDecreaseInProvisionForWarrantiesForCompletedConstructionOpeCF","完成工事補償引当金の増減額（△は減少）"
"jppfs_cor_LossOnValuationOfStocksOfSubsidiariesAndAffiliatesOpeCF","関係会社株式評価損"
"jppfs_cor_LossGainOnSalesOfStocksOfSubsidiariesAndAffiliatesOpeCF","関係会社株式売却損益（△は益）"
"jppfs_cor_LossOnLiquidationOfSubsidiariesAndAffiliatesOpeCF","関係会社整理損"
"jppfs_cor_LossGainOnCancellationOfInsuranceContractOpeCF","保険解約損益（△は益）"
"jppfs_cor_LossGainOnValuationOfInterestSwapOpeCF","金利スワップ評価損益（△は益）"
"jppfs_cor_LossOnBusinessRestructuringOpeCF","事業再編損"
"jppfs_cor_AmortizationOfDeferredAssetsOpeCF","繰延資産償却額"
"jppfs_cor_PaymentsForDeferredAssetsInvCF","繰延資産の取得による支出"
"jppfs_cor_LossOnReductionOfNoncurrentAssetsOpeCF","固定資産圧縮損"
"jppfs_cor_DepreciationAndOtherAmortizationOpeCF","減価償却費及びその他の償却費"
"jppfs_cor_DecreaseIncreaseInClaimsProvableInBankruptcyClaimsProvableInRehabilitationOpeCF","破産更生債権等の増減額（△は増加）"
"jppfs_cor_LossOnRetirementOfNoncurrentAssetsOpeCF","固定資産除却損"
"jppfs_cor_LossGainOnSalesOfNoncurrentAssetsOpeCF","固定資産売却損益（△は益）"
"jppfs_cor_GainOnDonationOfNoncurrentAssetsOpeCF","固定資産受贈益"
"jppfs_cor_LossGainOnDisposalOfNoncurrentAssetsOpeCF","固定資産処分損益（△は益）"
"jppfs_cor_NonRecurringDepreciationOnNoncurrentAssetsOpeCF","固定資産臨時償却費"
"jppfs_cor_IncreaseDecreaseInProvisionForLossOnConstructionContractsOpeCF","工事損失引当金の増減額（△は減少）"
"jppfs_cor_ProceedsFromContributionForConstructionOpeCF","工事負担金等受入額"
"jppfs_cor_SubsidyIncomeOpeCF","補助金収入"
"jppfs_cor_ProceedsFromSubsidyOpeCF","補助金の受取額"
"jppfs_cor_DecreaseIncreaseInLeaseAndGuaranteeDepositsOpeCF","敷金及び保証金の増減額（△は増加）"
"jppfs_cor_ProceedsFromCollectionOfLeaseAndGuaranteeDepositsInvCF","敷金及び保証金の回収による収入"
"jppfs_cor_DecreaseIncreaseInGuaranteeDepositsOpeCF","差入保証金の増減額（△は増加）"
"jppfs_cor_AmortizationOfGuaranteeDepositsOpeCF","差入保証金償却額"
"jppfs_cor_PaymentsForGuaranteeDepositsInvCF","差入保証金の差入による支出"
"jppfs_cor_BadDebtsExpensesOpeCF","貸倒損失"
"jppfs_cor_IncreaseDecreaseInProvisionForLossOnGuaranteesOpeCF","債務保証損失引当金の増減額（△は減少）"
"jppfs_cor_GainOnForgivenessOfDebtOpeCF","債務免除益"
"jppfs_cor_LossOnDisasterOpeCF","災害損失"
"jppfs_cor_InsuranceIncomeOpeCF","受取保険金"
"jppfs_cor_ProceedsFromInsuranceIncomeOpeCF","保険金の受取額"
"jppfs_cor_ProceedsFromMiscellaneousIncomeOpeCF","雑収入"
"jppfs_cor_MiscellaneousExpensesOpeCF","雑損失"
"jppfs_cor_PurchaseDiscountsOpeCF","仕入割引"
"jppfs_cor_LossGainOnSalesOfSubsidiariesStocksOpeCF","子会社株式売却損益（△は益）"
"jppfs_cor_LossOnLiquidationOfSubsidiariesOpeCF","子会社整理損"
"jppfs_cor_CommissionFeeOpeCF","支払手数料"
"jppfs_cor_InterestExpensesPaidOnLoansAndBondsOpeCF","支払利息及び社債利息"
"jppfs_cor_InterestExpensesAndLossOnSalesOfNotesReceivableTradeOpeCF","支払利息及び手形売却損"
"jppfs_cor_LossOnValuationOfRightOfUsingFacilitiesOpeCF","施設利用権評価損"
"jppfs_cor_LossOnWithdrawalFromBusinessOpeCF","事業撤退損"
"jppfs_cor_LossGainOnChangeInEquityOpeCF","持分変動損益（△は益）"
"jppfs_cor_LossOnRedemptionOfBondsOpeCF","社債償還損"
"jppfs_cor_BondIssuanceCostOpeCF","社債発行費"
"jppfs_cor_AmortizationOfBondIssuanceCostOpeCF","社債発行費償却"
"jppfs_cor_InterestOnBondsOpeCF","社債利息"
"jppfs_cor_LossOnSalesOfNotesReceivableTradeOpeCF","手形売却損"
"jppfs_cor_RentIncomeOpeCF","受取賃貸料"
"jppfs_cor_DividendsIncomeOpeCF","受取配当金"
"jppfs_cor_InterestIncomeOpeCF","受取利息"
"jppfs_cor_IncreaseDecreaseInProvisionForLossOnOrderReceivedOpeCF","受注損失引当金の増減額（△は減少）"
"jppfs_cor_RepaymentsOfLeaseAndGuaranteeDepositsReceivedOpeCF","預り敷金及び保証金の返還による支出"
"jppfs_cor_IncreaseDecreaseInLeaseAndGuaranteeDepositsReceivedOpeCF","預り敷金及び保証金の増減額（△は減少）"
"jppfs_cor_RepaymentsOfGuaranteeDepositsReceivedInvCF","預り保証金の返還による支出"
"jppfs_cor_ProceedsFromGuaranteeDepositsReceivedInvCF","預り保証金の受入による収入"
"jppfs_cor_IncreaseDecreaseInGuaranteeDepositsReceivedOpeCF","預り保証金の増減額（△は減少）"
"jppfs_cor_CompensationIncomeForExpropriationOpeCF","収用補償金"
"jppfs_cor_PaymentsForExtraRetirementPaymentsOpeCF","特別退職金の支払額"
"jppfs_cor_PaymentsForInvestmentsInCapitalInvCF","出資金の払込による支出"
"jppfs_cor_LossGainOnOperationOfInvestmentsInCapitalOpeCF","出資金運用損益（△は益）"
"jppfs_cor_LossOnValuationOfInvestmentsInCapitalOpeCF","出資金評価損"
"jppfs_cor_IncreaseDecreaseInProvisionForBonusesOpeCF","賞与引当金の増減額（△は減少）"
"jppfs_cor_StockIssuanceCostPriorOpeCF","新株発行費"
"jppfs_cor_AmortizationOfDeferredStockIssuanceCostPriorOpeCF","新株発行費償却"
"jppfs_cor_IncreaseDecreaseInAccountsPayableLaborCostOpeCF","未払人件費の増減額（△は減少）"
"jppfs_cor_GainOnMaturityOfInsuranceContractOpeCF","保険返戻金"
"jppfs_cor_IncreaseDecreaseInProvisionForProductWarrantiesOpeCF","製品保証引当金の増減額（△は減少）"
"jppfs_cor_DividendsIncomeOfInsuranceOpeCF","保険配当金"
"jppfs_cor_IncreaseDecreaseInUnearnedRevenueOpeCF","前受収益の増減額（△は減少）"
"jppfs_cor_DecreaseIncreaseInPrepaidPensionCostsOpeCF","前払年金費用の増減額（△は増加）"
"jppfs_cor_DecreaseIncreaseInPrepaidExpensesOpeCF","前払費用の増減額（△は増加）"
"jppfs_cor_LossOnLitigationOpeCF","訴訟関連損失"
"jppfs_cor_PurchaseOfAssetsForRentOpeCF","賃貸資産の取得による支出"
"jppfs_cor_ProceedsFromSalesOfAssetsForRentOpeCF","賃貸資産の売却による収入"
"jppfs_cor_IncreaseDecreaseInProvisionForDirectorsRetirementBenefitsOpeCF","役員退職慰労引当金の増減額（△は減少）"
"jppfs_cor_IncreaseDecreaseInProvisionForRetirementBenefitsAndDirectorsRetirementBenefitsOpeCF","退職給付及び役員退職慰労引当金の増減額（△は減少）"
"jppfs_cor_AmortizationOfNetRetirementBenefitObligationAtTransitionOpeCF","退職給付会計基準変更時差異の処理額"
"jppfs_cor_LossGainOnSecuritiesContributionToEmployeesRetirementBenefitsTrustOpeCF","退職給付信託設定損益（△は益）"
"jppfs_cor_RetirementBenefitExpensesOpeCF","退職給付費用"
"jppfs_cor_DecreaseIncreaseInInsuranceFundsOpeCF","保険積立金の増減額（△は増加）"
"jppfs_cor_IncreaseDecreaseInProvisionForLossOnStoreClosingOpeCF","店舗閉鎖損失引当金の増減額（△は減少）"
"jppfs_cor_DecreaseIncreaseInShortTermLoansReceivableInvCF","短期貸付金の増減額（△は増加）"
"jppfs_cor_DecreaseIncreaseInSuppliesOpeCF","貯蔵品の増減額（△は増加）"
"jppfs_cor_AmortizationOfLongTermPrepaidExpensesOpeCF","長期前払費用償却額"
"jppfs_cor_DecreaseIncreaseInLongTermPrepaidExpensesOpeCF","長期前払費用の増減額（△は増加）"
"jppfs_cor_PurchaseOfLongTermPrepaidExpensesInvCF","長期前払費用の取得による支出"
"jppfs_cor_PaymentsForLongTermAccountsPayableOtherFinCF","長期未払金の返済による支出"
"jppfs_cor_IncreaseDecreaseInLongTermAccountsPayableOtherOpeCF","長期未払金の増減額（△は減少）"
"jppfs_cor_RepaymentsOfLongTermDepositsReceivedInvCF","長期預り金の返還による支出"
"jppfs_cor_IncreaseDecreaseInLongTermDepositsReceivedOpeCF","長期預り金の増減額（△は減少）"
"jppfs_cor_ProceedsFromLongTermDepositsReceivedInvCF","長期預り金の受入による収入"
"jppfs_cor_RepaymentsOfLongTermGuaranteeDepositsInvCF","長期預り保証金の返還による支出"
"jppfs_cor_LossOnCancellationOfRentalContractOpeCF","賃貸借契約解約損"
"jppfs_cor_DepreciationOfAssetsForRentOpeCF","賃貸資産減価償却費"
"jppfs_cor_ProceedsFromRentalOfRealEstateForInvestmentInvCF","投資不動産の賃貸による収入"
"jppfs_cor_ProceedsFromRentIncomeOpeCF","賃貸料の受取額"
"jppfs_cor_IncreaseDecreaseInProvisionForSpecialRepairsOpeCF","特別修繕引当金の増減額（△は減少）"
"jppfs_cor_LossOnStoreClosingsOpeCF","店舗閉鎖損失"
"jppfs_cor_LossOnValuationOfTelephoneSubscriptionRightOpeCF","電話加入権評価損"
"jppfs_cor_LossGainOnInvestmentsInPartnershipOpeCF","投資事業組合運用損益（△は益）"
"jppfs_cor_IncreaseDecreaseInAllowanceForInvestmentLossOpeCF","投資損失引当金の増減額（△は減少）"
"jppfs_cor_LossGainOnSalesAndValuationOfInvestmentSecuritiesOpeCF","投資有価証券売却及び評価損益（△は益）"
"jppfs_cor_LossGainOnValuationOfInvestmentSecuritiesOpeCF","投資有価証券評価損益（△は益）"
"jppfs_cor_LossGainOnSalesOfShortTermAndLongTermInvestmentSecuritiesOpeCF","有価証券及び投資有価証券売却損益（△は益）"
"jppfs_cor_LossGainOnRedemptionOfInvestmentSecuritiesOpeCF","投資有価証券償還損益（△は益）"
"jppfs_cor_LossGainOnInvestmentsInSilentPartnershipOpeCF","匿名組合投資損益（△は益）"
"jppfs_cor_PaymentsForInvestmentsInSilentPartnershipInvCF","匿名組合出資金の払込による支出"
"jppfs_cor_LossOnValuationOfLandForSaleOpeCF","販売用土地評価損"
"jppfs_cor_ProceedsFromLeaseAndGuaranteeDepositsReceivedOpeCF","預り敷金及び保証金の受入による収入"
"jppfs_cor_PaymentsForLeaseAndGuaranteeDepositsInvCF","敷金及び保証金の差入による支出"
"jppfs_cor_PaymentsForLeaseDepositsInvCF","敷金の差入による支出"
"jppfs_cor_IncreaseDecreaseInProvisionForSalesReturnsOpeCF","返品調整引当金の増減額（△は減少）"
"jppfs_cor_ProceedsFromMaturityOfInsuranceFundsInvCF","保険積立金の払戻による収入"
"jppfs_cor_ProceedsFromCollectionOfGuaranteeDepositsInvCF","差入保証金の回収による収入"
"jppfs_cor_DecreaseIncreaseInConsumptionTaxesRefundReceivableOpeCF","未収消費税等の増減額（△は増加）"
"jppfs_cor_DecreaseIncreaseInAccountsReceivableOtherOpeCF","未収入金の増減額（△は増加）"
"jppfs_cor_IncreaseDecreaseInAdvancesReceivedOnUncompletedServicesOpeCF","未成業務受入金の増減額（△は減少）"
"jppfs_cor_IncreaseDecreaseInAccountsPayableOtherAndAccruedExpensesOpeCF","未払金及び未払費用の増減額（△は減少）"
"jppfs_cor_IncreaseDecreaseInAccruedExpensesOpeCF","未払費用の増減額（△は減少）"
"jppfs_cor_IncreaseDecreaseInAccruedLiabilitiesOpeCF","未払債務の増減額（△は減少）"
"jppfs_cor_IncreaseDecreaseInAccruedConsumptionTaxesOpeCF","未払消費税等の増減額（△は減少）"
"jppfs_cor_IncreaseDecreaseInAccountsPayableBonusesOpeCF","未払賞与の増減額（△は減少）"
"jppfs_cor_IncreaseDecreaseInIncomeTaxesPayableTheFactorBasedTaxOpeCF","未払法人税等（外形標準課税）の増減額（△は減少）"
"jppfs_cor_LossOnRetirementOfIntangibleAssetsOpeCF","無形固定資産除却損"
"jppfs_cor_DepreciationOfIntangibleAssetsOpeCF","無形固定資産償却費"
"jppfs_cor_LossGainOnSalesOfIntangibleAssetsOpeCF","無形固定資産売却損益（△は益）"
"jppfs_cor_DirectorsRetirementBenefitsOpeCF","役員退職慰労金"
"jppfs_cor_PaymentsForDirectorsRetirementBenefitsOpeCF","役員退職慰労金の支払額"
"jppfs_cor_LossGainOnValuationOfShortTermAndLongTermInvestmentSecuritiesOpeCF","有価証券及び投資有価証券評価損益（△は益）"
"jppfs_cor_LossGainOnSalesOfSecuritiesOpeCF","有価証券売却損益（△は益）"
"jppfs_cor_LossGainOnValuationOfSecuritiesOpeCF","有価証券評価損益（△は益）"
"jppfs_cor_LossGainOnSecuritiesOperationOpeCF","有価証券運用損益（△は益）"
"jppfs_cor_LossGainOnRedemptionOfSecuritiesOpeCF","有価証券償還損益（△は益）"
"jppfs_cor_InterestIncomeOnSecuritiesOpeCF","有価証券利息"
"jppfs_cor_LossOnRetirementOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCF","有形及び無形固定資産除却損"
"jppfs_cor_LossGainOnDisposalOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCF","有形及び無形固定資産処分損益（△は益）"
"jppfs_cor_LossGainOnSalesOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCF","有形及び無形固定資産売却損益（△は益）"
"jppfs_cor_LossGainOnDisposalOfPropertyPlantAndEquipmentOpeCF","有形固定資産処分損益（△は益）"
"jppfs_cor_PaymentsForRetirementOfPropertyPlantAndEquipmentInvCF","有形固定資産の除却による支出"
"jppfs_cor_IncreaseDecreaseInDepositsReceivedOpeCF","預り金の増減額（△は減少）"
"jppfs_cor_LossGainOnTransferOfBenefitObligationRelatingToEmployeesPensionFundOpeCF","厚生年金基金代行返上損益（△は益）"
"jppfs_cor_PurchaseOfInsuranceFundsInvCF","保険積立金の積立による支出"
"jppfs_cor_ProceedsFromCompensationForRemovalOpeCF","移転補償金の受取額"
"jppfs_cor_ProceedsFromLiquidationOfSubsidiariesAndAffiliatesInvCF","関係会社の整理による収入"
"jppfs_cor_ProceedsFromCancellationOfInsuranceFundsInvCF","保険積立金の解約による収入"
"jppfs_cor_ProceedsFromWithdrawalOfInvestmentsInSilentPartnershipInvCF","匿名組合出資金の払戻による収入"
"jppfs_cor_RepaymentsForDepositsReceivedFromMembershipFinCF","会員預り金の返還による支出"
"jppfs_cor_ProceedsFromTransferOfBusinessInvCF","事業譲渡による収入"
"jppfs_cor_ProceedsFromCompensationForExpropriationOpeCF","収用補償金の受取額"
"jppfs_cor_IncreaseDecreaseInProvisionForDirectorsBonusesOpeCF","役員賞与引当金の増減額（△は減少）"
"jppfs_cor_PurchaseOfOtherIntangibleAssetsInvCF","その他の無形固定資産の取得による支出"
"jppfs_cor_PurchaseOfTrustBeneficiaryRightInvCF","信託受益権の取得による支出"
"jppfs_cor_PaymentsForRemovalExpensesOpeCF","移転費用の支払額"
"jppfs_cor_ProceedsFromShareOfProfitsOnInvestmentsInCapitalInvCF","出資金の分配による収入"
"jppfs_cor_SettlementPackagePaidOpeCF","和解金の支払額"
"jppfs_cor_PaymentsOfShortTermLoansReceivableInvCF","短期貸付けによる支出"
"jppfs_cor_PurchaseOfMoneyHeldInTrustInvCF","金銭の信託の取得による支出"
"jppfs_cor_PaymentsForLossOnLitigationOpeCF","訴訟関連損失の支払額"
"jppfs_cor_PaymentsForLossOnDisasterOpeCF","災害損失の支払額"
"jppfs_cor_PaymentsForRetirementOfNoncurrentAssetsInvCF","固定資産の除却による支出"
"jppfs_cor_PaymentsForBusinessRestructuringOpeCF","事業再編による支出"
"jppfs_cor_ProceedsFromDividendsIncomeFromEquityMethodAffiliateOpeCF","持分法適用会社からの配当金の受取額"
"jppfs_cor_PaymentsForSalesOfNotesReceivableTradeOpeCF","手形売却に伴う支払額"
"jppfs_cor_InterestIncomeReceivedOpeCF","利息の受取額"
"jppfs_cor_OtherPaymentsInvCF","その他の支出"
"jppfs_cor_OtherNetInvCF","その他"
"jppfs_cor_OtherProceedsInvCF","その他の収入"
"jppfs_cor_IncreaseDecreaseInCommercialPapersFinCF","コマーシャル・ペーパーの増減額（△は減少）"
"jppfs_cor_PurchaseOfGolfClubMembershipsInvCF","ゴルフ会員権の取得による支出"
"jppfs_cor_ProceedsFromSalesOfGolfClubMembershipsInvCF","ゴルフ会員権の売却による収入"
"jppfs_cor_ProceedsFromRedemptionOfInvestmentSecuritiesInvCF","投資有価証券の償還による収入"
"jppfs_cor_PaymentsForTransferOfBusinessInvCF","営業譲受による支出"
"jppfs_cor_PurchaseOfGoodwillInvCF","のれんの取得による支出"
"jppfs_cor_PurchaseOfMembershipsInvCF","会員権の取得による支出"
"jppfs_cor_ProceedsFromSalesOfMembershipInvCF","会員権の売却による収入"
"jppfs_cor_CollectionOfLeaseDepositsInvCF","敷金の回収による収入"
"jppfs_cor_PaymentsOfLoansReceivableToSubsidiariesAndAffiliatesInvCF","関係会社貸付けによる支出"
"jppfs_cor_PaymentsForInvestmentsInCapitalOfSubsidiariesAndAffiliatesInvCF","関係会社出資金の払込による支出"
"jppfs_cor_PurchaseOfStocksOfSubsidiariesAndAffiliatesInvCF","関係会社株式の取得による支出"
"jppfs_cor_ProceedsFromSalesOfStocksOfSubsidiariesAndAffiliatesInvCF","関係会社株式の売却による収入"
"jppfs_cor_PurchaseOfInvestmentsInSubsidiariesInvCF","子会社株式の取得による支出"
"jppfs_cor_CollectionOfConstructionAssistanceFundReceivablesInvCF","建設協力金の回収による収入"
"jppfs_cor_PaymentsOfConstructionAssistanceFundReceivablesInvCF","建設協力金の支払による支出"
"jppfs_cor_DecreaseIncreaseInTimeDepositsInvCF","定期預金の増減額（△は増加）"
"jppfs_cor_PurchaseOfNoncurrentAssetsInvCF","固定資産の取得による支出"
"jppfs_cor_ProceedsFromSalesOfNoncurrentAssetsInvCF","固定資産の売却による収入"
"jppfs_cor_ProceedsFromSalesOfParentStockHeldBySubsidiariesInvCF","子会社の所有する親会社株式の売却による収入"
"jppfs_cor_PurchaseOfInvestmentsInCapitalOfSubsidiariesInvCF","子会社出資金の取得による支出"
"jppfs_cor_ProceedsFromLiquidationOfSubsidiariesInvCF","子会社の清算による収入"
"jppfs_cor_DecreaseInCashAndCashEquivalentsResultingFromExclusionOfSubsidiariesFromConsolidationCCE","連結除外に伴う現金及び現金同等物の減少額"
"jppfs_cor_ProceedsFromSalesOfInvestmentsInSubsidiariesInvCF","子会社株式の売却による収入"
"jppfs_cor_ProceedsFromPurchaseOfInvestmentsInSubsidiariesResultingInChangeInScopeOfConsolidationInvCF","連結の範囲の変更を伴う子会社株式の取得による収入"
"jppfs_cor_ProceedsFromSalesOfTreasuryStockFinCF","自己株式の売却による収入"
"jppfs_cor_PurchaseOfOwnUsedAssetsInvCF","社用資産の取得による支出"
"jppfs_cor_ProceedsFromSalesOfOwnUsedAssetsInvCF","社用資産の売却による収入"
"jppfs_cor_PaymentsOfLoansReceivableToEmployeesInvCF","従業員に対する貸付けによる支出"
"jppfs_cor_CollectionOfLoansReceivableToEmployeesInvCF","従業員に対する貸付金の回収による収入"
"jppfs_cor_CollectionOfLongTermLoansReceivableToEmployeesInvCF","従業員に対する長期貸付金の回収による収入"
"jppfs_cor_CollectionOfInvestmentsInCapitalInvCF","出資金の回収による収入"
"jppfs_cor_ProceedsFromSalesOfInvestmentsInCapitalInvCF","出資金の売却による収入"
"jppfs_cor_ProceedsFromSalesOfStocksOfParentCompanyInvCF","親会社株式の売却による収入"
"jppfs_cor_PaymentsForInvestmentsInRealEstatesInvCF","投資不動産の取得による支出"
"jppfs_cor_CollectionOfShortTermLoansReceivableInvCF","短期貸付金の回収による収入"
"jppfs_cor_PaymentsOfLongTermLoansReceivableInvCF","長期貸付けによる支出"
"jppfs_cor_CollectionOfLongTermLoansReceivableInvCF","長期貸付金の回収による収入"
"jppfs_cor_ProceedsFromSalesOfInvestmentsInRealEstatesInvCF","投資不動産の売却による収入"
"jppfs_cor_ProceedsFromSalesAndRedemptionOfInvestmentSecuritiesInvCF","投資有価証券の売却及び償還による収入"
"jppfs_cor_PaymentsOfInvestmentAndLoansReceivableInvCF","投融資による支出"
"jppfs_cor_CollectionOfInvestmentAndLoansReceivableInvCF","投融資の回収による収入"
"jppfs_cor_PurchaseOfPropertyPlantAndEquipmentAndIntangibleAssetsInvCF","有形及び無形固定資産の取得による支出"
"jppfs_cor_PurchaseOfIntangibleAssetsInvCF","無形固定資産の取得による支出"
"jppfs_cor_ProceedsFromSalesOfIntangibleAssetsInvCF","無形固定資産の売却による収入"
"jppfs_cor_ProceedsFromSalesOfPropertyPlantAndEquipmentAndIntangibleAssetsInvCF","有形及び無形固定資産の売却による収入"
"jppfs_cor_PurchaseOfShortTermAndLongTermInvestmentSecuritiesInvCF","有価証券及び投資有価証券の取得による支出"
